pos_order_number,sku_id,qty,total_amount,order_date,promotion_code,promotion_name_zh,promotion_name_en,promotion_label,promotion_discount_amount,cashier,hybris_sync_date,mall_dollar_rebate_amount
TCS0320260304184137,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,HYTO,"0000-00-00 00:00:00",NULL
ABC0020260304184141,H0888001_S_10139862,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,CHENXY,"2000-04-02 00:00:00",NULL
CHE0020260304184142,H1688001_S_10112304,6,149.7,2026-03-04,PROMO_32476,"<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒","<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒",RM_DISCOUNT_SKU_LEVEL,18.3,LHCHAN,"0000-00-00 00:00:00",NULL
WME0020260304184144,H1688001_S_10111282,1,71.9,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_27602,O2O門市清貨優惠|<黃昏限定>,"O2O Store Clearance Discount|<黃昏限定>",MANUAL|RM_DISCOUNT_SKU_LEVEL,8.0|10.0,LCCHUNG,"2000-07-19 00:00:00",NULL
WME0020260304184144,H1688001_S_10111816,2,89.9,2026-03-04,PROMO_32410,"<FRUIT>  ALL 筒裝藍莓皇: $89.9/2筒","<FRUIT> Buy More Save More: $89.9/2",RM_DISCOUNT_SKU_LEVEL,10.1,LCCHUNG,"0000-00-00 00:00:00",NULL
TKL0020260304184140,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304184140,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304184140,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32536,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,WIWONG,"0000-00-00 00:00:00",NULL
TYS0020260304184145,H1688001_S_10111380,2,29.9,2026-03-04,PROMO_4347|PROMO_32515,"Auto 長者會員每件-$2|<FRUIT>  ALL 超甜神石榴: $33.9/2個","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $33.9/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|4.1,LMCHEUNG,"0000-00-00 00:00:00",NULL
SCE0120260304184141,H1688001_S_10112158,1,20,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,19.9,MF231188,"0000-00-00 00:00:00",NULL
YMS0220260304184144,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,CFLO,"2000-03-29 00:00:00",NULL
YMS0220260304184144,H0888001_S_10018087,1,21,2026-03-04,,,,,,CFLO,"2000-02-01 00:00:00",NULL
YMS0220260304184144,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,CFLO,"0000-00-00 00:00:00",NULL
YMS0220260304184144,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,CFLO,"0000-00-00 00:00:00",NULL
SLE0120260304184153,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,KKLO,"0000-00-00 00:00:00",NULL
SLE0120260304184153,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,KKLO,"0000-00-00 00:00:00",NULL
HDS0020260304184145,H1688001_S_10111284,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,LOMF,"0000-00-00 00:00:00",NULL
YMS0020260304184155,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,CFLO,"0000-00-00 00:00:00",NULL
YMS0020260304184155,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,CFLO,"0000-00-00 00:00:00",NULL
TPS0120260304184152,H1688001_S_10111282,1,62.9,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_27602,O2O門市清貨優惠|<黃昏限定>,"O2O Store Clearance Discount|<黃昏限定>",MANUAL|RM_DISCOUNT_SKU_LEVEL,17.0|10.0,MF230991,"2000-06-29 00:00:00",NULL
TPS0120260304184152,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,MF230991,"0000-00-00 00:00:00",NULL
MCS0020260304184159,H1688001_S_10111282,1,69.9,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_27602,O2O門市清貨優惠|<黃昏限定>,"O2O Store Clearance Discount|<黃昏限定>",MANUAL|RM_DISCOUNT_SKU_LEVEL,10.0|10.0,YYSHIH,"0000-00-00 00:00:00",NULL
MCS0020260304184159,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,YYSHIH,"0000-00-00 00:00:00",NULL
PVG0020260304184159,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,MF250228,"0000-00-00 00:00:00",NULL
TMS0020260304184158,H1688001_S_10112341,2,79.9,2026-03-04,PROMO_31311|PROMO_32539,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.1|10.0,WKKONG,"0000-00-00 00:00:00",NULL
TMS0020260304184158,H0888001_S_10161394,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,WKKONG,"0000-00-00 00:00:00",NULL
MFS0220260304184201,H0888001_S_10160755,5,50,2026-03-04,PROMO_26672|PROMO_32482,"<RM>  檸檬果汁碳酸飲料 $80/6|<RM> 買任何貨品 $10 換購一支","<RM>  檸檬果汁碳酸飲料 $80/6|<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,23.3|16.7,MF250345,"0000-00-00 00:00:00",NULL
MFS0220260304184201,H0888001_S_10161394,5,50,2026-03-04,PROMO_26672|PROMO_26675|PROMO_32482,"<RM>  檸檬果汁碳酸飲料 $80/6|<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支","<RM>  檸檬果汁碳酸飲料 $80/6|<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.7|16.0|19.3,MF250345,"0000-00-00 00:00:00",NULL
DIA0020260304184148,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,MF230874,"0000-00-00 00:00:00",NULL
MFS0220260304184201,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,MF250345,"0000-00-00 00:00:00",NULL
MFS0220260304184201,H0001001_S_plasticbag2,1,1,2026-03-04,,,,,,MF250345,"0000-00-00 00:00:00",NULL
OLY0120260304184203,H1688001_S_10112336,1,19.9,2026-03-04,,,,,,PYLAW,"0000-00-00 00:00:00",NULL
SHS0120260304184205,H0888001_S_10008402,2,39.9,2026-03-04,PROMO_9196,"大阿蘇奶1L $39.9/2","大阿蘇奶1L $39.9/2",RM_DISCOUNT_SKU_LEVEL,4.1,LYCHUNG,"0000-00-00 00:00:00",NULL
TWS0020260304184204,H1688001_S_10111282,1,74.9,2026-03-04,PROMO_32224,TWS跟價,TWS跟價,RM_DISCOUNT_SKU_LEVEL,15.0,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304184204,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,MF250301,"0000-00-00 00:00:00",NULL
SCE0120260304184209,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,MF231188,"0000-00-00 00:00:00",NULL
LOP0020260304184203,H1688001_S_10111284,1,75.9,2026-03-04,PROMO_1855|PROMO_27602,Auto「自取再買現貨」95折優惠|<黃昏限定>,"Auto Shop pick-up 5% off|<黃昏限定>",RM_DISCOUNT_ORDER_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|10.0,PCFLAI,"0000-00-00 00:00:00",NULL
LOP0020260304184203,H0888001_S_10161394,1,9.5,2026-03-04,PROMO_1855|PROMO_32536,Auto「自取再買現貨」95折優惠|送檸檬碳酸1支(1),"Auto Shop pick-up 5% off|送檸檬碳酸1支(1)",RM_DISCOUNT_ORDER_LEVEL|RM_DISCOUNT_SKU_LEVEL,0.5|8.0,PCFLAI,"0000-00-00 00:00:00",NULL
LOP0020260304184203,H1688001_S_10111317,1,56.9,2026-03-04,PROMO_1855|PROMO_32536,Auto「自取再買現貨」95折優惠|送檸檬碳酸1支(1),"Auto Shop pick-up 5% off|送檸檬碳酸1支(1)",RM_DISCOUNT_ORDER_LEVEL|RM_DISCOUNT_SKU_LEVEL,3.0|10.0,PCFLAI,"0000-00-00 00:00:00",NULL
QWP0220260304184207,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_31584,QWP,QWP,RM_DISCOUNT_SKU_LEVEL,10.0,MF231204,"0000-00-00 00:00:00",NULL
BYM0220260304184213,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304184213,H1688001_S_10111262,6,56,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_32096,"O2O門市清貨優惠|<FRUIT>  ALL 澳洲牛油果: $39.9/3個","O2O Store Clearance Discount|<FRUIT> Buy More Save More: $39.9/3",MANUAL|RM_DISCOUNT_SKU_LEVEL,23.8|10.2,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304184213,H0888001_S_10138512,4,84,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,16.0,MF250355,"0000-00-00 00:00:00",NULL
LEI0020260304184211,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,WLCHUI,"0000-00-00 00:00:00",NULL
LEI0020260304184211,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,WLCHUI,"0000-00-00 00:00:00",NULL
LEI0020260304184211,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,WLCHUI,"0000-00-00 00:00:00",NULL
FTC0020260304184214,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,MF250141,"0000-00-00 00:00:00",NULL
TCS0320260304184221,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,HYTO,"0000-00-00 00:00:00",NULL
SCE0120260304184223,H1688001_S_10112158,1,20,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,19.9,MF231188,"0000-00-00 00:00:00",NULL
ROC0520260304184224,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,SCLAI,"2000-04-02 00:00:00",NULL
UNC0020260304184224,H0888001_S_10155682,2,75.9,2026-03-04,PROMO_28403,(3月狂劈價)澳洲150日穀飼黑安格斯牛肩胛火鍋片$75.9/2,(3月狂劈價)澳洲150日穀飼黑安格斯牛肩胛火鍋片$75.9/2,RM_DISCOUNT_SKU_LEVEL,15.9,KANCY,"0000-00-00 00:00:00",NULL
SLE0120260304184220,H0888001_S_10008402,2,39.9,2026-03-04,PROMO_9196,"大阿蘇奶1L $39.9/2","大阿蘇奶1L $39.9/2",RM_DISCOUNT_SKU_LEVEL,4.1,KKLO,"0000-00-00 00:00:00",NULL
MET0120260304184226,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,PWCHAU,"0000-00-00 00:00:00",NULL
MET0120260304184226,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,PWCHAU,"0000-00-00 00:00:00",NULL
TYS0020260304184232,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LMCHEUNG,"0000-00-00 00:00:00",NULL
HDS0020260304184238,H1688001_S_10111881,2,19.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,13.8,LOMF,"0000-00-00 00:00:00",NULL
CIS0020260304184237,H1688001_S_10112070,1,109.9,2026-03-04,,,,,,MANWONG,"0000-00-00 00:00:00",NULL
TMS0020260304184238,H0888001_S_10151676,2,104,2026-03-04,,,,,,WKKONG,"0000-00-00 00:00:00",NULL
TMS0020260304184238,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,WKKONG,"0000-00-00 00:00:00",NULL
TWO0020260304184241,H0888001_S_10144447,2,179.8,2026-03-04,,,,,,MYKO,"0000-00-00 00:00:00",NULL
TWO0020260304184241,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MYKO,"0000-00-00 00:00:00",NULL
LOP0020260304184244,H1688001_S_10111284,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,PCFLAI,"0000-00-00 00:00:00",NULL
MCS0020260304184237,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,YYSHIH,"0000-00-00 00:00:00",NULL
SAI0120260304184248,H1688001_S_10111284,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,KHLAU,"0000-00-00 00:00:00",NULL
SAI0120260304184248,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,KHLAU,"2000-03-29 00:00:00",NULL
LEI0020260304184249,H1688001_S_10111282,1,62.9,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_27602,O2O門市清貨優惠|<黃昏限定>,"O2O Store Clearance Discount|<黃昏限定>",MANUAL|RM_DISCOUNT_SKU_LEVEL,17.0|10.0,WLCHUI,"2000-06-29 00:00:00",NULL
KAM0020260304184243,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,TLCHAN,"2000-03-08 00:00:00",NULL
OLY0120260304184251,H1688001_S_10111271,6,9.9,2026-03-04,PROMO_32533|PROMO_32545,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個|送檸檬碳酸1支(6)","<FRUIT> Buy More Save More: $19.9/6|送檸檬碳酸1支(6)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304184251,H1888001_S_16001724,3,60,2026-03-04,PROMO_29588|PROMO_32488,"消費換購1件|<RM> 吸濕優惠$45/2","消費換購1件|<RM> 吸濕優惠$45/2",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.0|5.0,PYLAW,"0000-00-00 00:00:00",NULL
OLY0120260304184251,H0888001_S_10161394,1,10,2026-03-04,PROMO_32545,送檸檬碳酸1支(6),送檸檬碳酸1支(6),RM_DISCOUNT_SKU_LEVEL,8.0,PYLAW,"0000-00-00 00:00:00",NULL
TPS0120260304184237,H1688001_S_10112303,1,28,2026-03-04,,,,,,MF230991,"0000-00-00 00:00:00",NULL
TPS0120260304184237,H1888001_S_16001724,1,20,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,5.0,MF230991,"0000-00-00 00:00:00",NULL
TPS0120260304184237,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MF230991,"0000-00-00 00:00:00",NULL
TKL0020260304184252,H0888001_S_10160755,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304184252,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,WIWONG,"0000-00-00 00:00:00",NULL
HHS0220260304184248,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,YYSHIH,"2000-04-02 00:00:00",NULL
TIS0020260304184250,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,YUMTONG,"0000-00-00 00:00:00",NULL
TIS0020260304184250,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,YUMTONG,"0000-00-00 00:00:00",NULL
DIA0020260304184254,H0888001_S_10161394,2,10.8,2026-03-04,PROMO_CLEARANCE_DEFAULT|PROMO_26675|PROMO_32482,"O2O門市清貨優惠|<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支","O2O Store Clearance Discount|<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支",MANUAL|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,9.2|8.0|8.0,MF230874,"0000-00-00 00:00:00",NULL
TIS0020260304184250,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,YUMTONG,"0000-00-00 00:00:00",NULL
TIS0020260304184250,H0888001_S_10018941,2,32.9,2026-03-04,PROMO_32146,消費換購2件,消費換購2件,RM_DISCOUNT_SKU_LEVEL,24.9,YUMTONG,"0000-00-00 00:00:00",NULL
HWP0120260304184258,H0888001_S_10139499,2,40,2026-03-04,PROMO_26873,"<RM>咖啡師燕麥飲品 $40/2","<RM>咖啡師燕麥飲品 $40/2",RM_DISCOUNT_SKU_LEVEL,10.0,HSIP,"0000-00-00 00:00:00",NULL
OWS0320260304184219,H1688001_S_10112060,3,19.9,2026-03-04,PROMO_32087,"<FRUIT>  ALL 新高梨: $19.9/3","<FRUIT> Buy More Save More: $19.9/3",RM_DISCOUNT_SKU_LEVEL,4.1,LOMF,"0000-00-00 00:00:00",NULL
OWS0320260304184219,H1688001_S_10111271,6,19.9,2026-03-04,PROMO_32533,"<FRUIT>  ALL 超甜蜜柑: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,LOMF,"0000-00-00 00:00:00",NULL
YMS0020260304184251,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,CFLO,"0000-00-00 00:00:00",NULL
YMS0020260304184251,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,CFLO,"0000-00-00 00:00:00",NULL
LOP0020260304184303,H0888001_S_40000057,1,39,2026-03-04,,,,,,PCFLAI,"0000-00-00 00:00:00",NULL
BYM0220260304184306,H1688001_S_10112341,2,89.9,2026-03-04,PROMO_31311,"<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒","<FRUIT> Buy More Save More: $89.9/2",RM_DISCOUNT_SKU_LEVEL,10.1,MF250355,"0000-00-00 00:00:00",NULL
MSM0120260304184307,H0888001_S_10142983,2,95,2026-03-04,PROMO_3645,"多買多平 - ANDI果仁可混合口味 $95/2","多買多平 - ANDI果仁可混合口味 $95/2",RM_DISCOUNT_SKU_LEVEL,16.8,KWYIP,"0000-00-00 00:00:00",NULL
SCE0120260304184257,H0888001_S_10159801,2,132,2026-03-04,,,,,,MF231188,"0000-00-00 00:00:00",NULL
SCE0120260304184257,H1688001_S_10112001,2,37.6,2026-03-04,PROMO_3566,"O2O 菜類產品買2件9折","O2O Any 2 kinds of veggies, 10% OFF",RM_DISCOUNT_SKU_LEVEL,4.2,MF231188,"0000-00-00 00:00:00",NULL
GCS0220260304184259,H1688001_S_10111281,1,89.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,8.1,FYLEUNG,"0000-00-00 00:00:00",NULL
GCS0220260304184259,H1688001_S_10111282,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,FYLEUNG,"0000-00-00 00:00:00",NULL
GCS0220260304184259,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,FYLEUNG,"0000-00-00 00:00:00",NULL
YUL0020260304184308,H1688001_S_10111284,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,PCFLAI,"0000-00-00 00:00:00",NULL
YUL0020260304184308,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,PCFLAI,"0000-00-00 00:00:00",NULL
YUL0020260304184308,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,PCFLAI,"0000-00-00 00:00:00",NULL
YTS0220260304184306,H1688001_S_10111284,1,79.9,2026-03-04,PROMO_27602,<黃昏限定>,<黃昏限定>,RM_DISCOUNT_SKU_LEVEL,10.0,CHWONG,"0000-00-00 00:00:00",NULL
YTS0220260304184306,H1688001_S_10111881,1,9.9,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,6.9,CHWONG,"0000-00-00 00:00:00",NULL
GIN0220260304184314,H1688001_S_10111282,1,77.9,2026-03-04,PROMO_4347|PROMO_27602,"Auto 長者會員每件-$2|<黃昏限定>","Auto Senior Club Member -$2/pcs|<黃昏限定>",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|10.0,MF231068,"0000-00-00 00:00:00",NULL
TWS0020260304184316,H1688001_S_10112060,3,9.9,2026-03-04,PROMO_32087|PROMO_32542,"<FRUIT>  ALL 新高梨: $19.9/3|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $19.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304184316,H0888001_S_10160755,1,8,2026-03-04,PROMO_4347|PROMO_32542,"Auto 長者會員每件-$2|送檸檬碳酸1支(3)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(3)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,MF250301,"2000-00-08 00:00:00",NULL
TWS0020260304184316,H1688001_S_10111282,1,72.9,2026-03-04,PROMO_4347|PROMO_32224,"Auto 長者會員每件-$2|TWS跟價","Auto Senior Club Member -$2/pcs|TWS跟價",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|15.0,MF250301,"2000-07-29 00:00:00",NULL
TWS0020260304184316,H1688001_S_10112163,1,14.8,2026-03-04,PROMO_4347|PROMO_29441,"Auto 長者會員每件-$2|<水果>消費換購","Auto Senior Club Member -$2/pcs|<水果>消費換購",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|1.2,MF250301,"0000-00-00 00:00:00",NULL
TPM0020260304184317,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,MYKO,"2000-04-02 00:00:00",NULL
